ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD20332,Lyndrassia,No,Irrigation,Concrete,10.595,0.066,1200.0,1920.0,,,,Uncontrolled,,3.0,0.0,Low,Not Available,,0.0669,7.9,947.2,43.8
SOAD20542,Lyndrassia,No,Recreation,Earth,10.227,,0.0,1975.0,,0.0591,769.6908099999999,,02/12/1980,0.0,1.54,High,Not Rated,,0.1229,43.2,171.3,5.1
SOAD00990,Lyndrassia,No,Flood Risk Reduction,Earth,10.05,0.173,15570.0,2010.0,,0.06304,1795.05746,Uncontrolled,,0.0,,Low,Not Rated,,0.106,15.5,10.4,
SOAD02765,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.876,0.25,,1975.0,,,,,,,68.08,Low,,,0.1206,15.7,157.9,
SOAD03424,Lyndrassia,Yes,Irrigation,Earth,9.077,,0.0,,,0.0886499999999999,,,25/04/2018,0.0,,Low,,,0.0626,22.1,21.0,34.7
SOAD04010,Lyndrassia,No,Flood Risk Reduction,Earth,8.698,0.274,19490.0,1992.0,,0.04334,1624.6069,Uncontrolled,01/11/2000,1.0,,Low,Not Rated,,0.1033,14.1,14.6,
SOAD04436,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.601,0.125,,1949.0,,,,,,,39.29,Low,,,0.1096,17.5,49.8,
SOAD05504,Lyndrassia,No,Flood Risk Reduction,Earth,11.011,0.173,31067.0,2000.0,,0.01773,1062.65271,Uncontrolled,01/12/2000,5.0,,Low,Not Rated,,0.0762,30.4,20.3,
SOAD06096,Lyndrassia,No,Flood Risk Reduction,Earth,7.521,0.2,18890.0,2001.0,,0.03349,1121.24509,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0679,23.9,5.0,
SOAD06490,Lyndrassia,Yes,Irrigation,Earth,6.634,0.07,,1962.0,,,,,,,23.15,Low,,,0.0928,20.5,471.5,10.0
SOAD07188,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.433,,0.0,1968.0,,0.04925,223.71636,,29/01/1981,0.0,0.0,High,Not Rated,,0.0763,25.6,370.0,
SOAD07684,Lyndrassia,No,Recreation,Earth,12.303,,0.0,1971.0,,0.04925,428.78969,,05/06/1979,0.0,0.0,High,Not Rated,,0.1219,28.1,188.8,3.7
SOAD08164,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.446,,0.0,,,0.06895,6490.43773,,,0.0,22.88,Low,Not Rated,,0.0776,17.9,140.7,
SOAD08890,Lyndrassia,No,Flood Risk Reduction,Earth,10.622,0.18,21441.0,1992.0,,0.01576,1070.64258,Uncontrolled,17/09/1998,1.0,,Low,Not Rated,,0.1235,12.6,10.7,
SOAD09969,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.583,,0.0,1955.0,,0.06501,809.6401599999999,,,0.0,4.97,Low,Not Rated,,0.0852,13.2,278.9,
SOAD10591,Lyndrassia,Yes,Irrigation,Earth,6.747,0.025,,1967.0,,,,,,,26.36,Low,,,0.0807,17.9,293.6,32.1
SOAD11204,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,14.614,0.167,45000.0,1971.0,,0.06501,2.66329,Uncontrolled,,,16.67,High,Not Rated,21/12/2007,0.1093,22.6,259.4,
SOAD11432,Lyndrassia,No,Flood Risk Reduction,Earth,8.302,0.19,17057.0,1996.0,,0.00788,575.27064,Uncontrolled,,0.0,,Low,Not Rated,,0.1105,24.9,16.2,
SOAD11725,Lyndrassia,No,Irrigation,Earth,11.907,,0.0,1977.0,,0.05122,151.80753,,,0.0,33.18,Low,Not Rated,,0.112,20.6,59.5,29.1
SOAD11743,Lyndrassia,No,Recreation,Earth,7.236,,0.0,1955.0,,0.0788,1848.32326,,,0.0,0.0,Low,Not Rated,,0.0968,9.1,437.8,8.6
SOAD11896,Lyndrassia,No,Grade Stabilization,Earth,9.622,0.183,10370.0,1977.0,,0.00788,380.85047,Uncontrolled,,0.0,,Low,Not Rated,,0.0856,18.1,10.5,
SOAD12267,Lyndrassia,No,Flood Risk Reduction,Earth,11.1,0.173,21600.0,2004.0,,0.00788,356.88086,Uncontrolled,01/11/2004,1.0,,Low,Not Rated,,0.0685,17.1,16.0,
SOAD12324,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.689,,0.0,1960.0,,0.08077,519.34155,,,0.0,0.0,Low,Not Rated,,0.086,24.5,636.9,
SOAD12629,Lyndrassia,No,Debris Control,Earth,6.873,,0.0,1972.0,,0.08471,6961.84006,,,0.0,6.55,Low,Not Rated,,0.0636,13.1,156.0,
SOAD14057,Lyndrassia,No,Flood Risk Reduction,Earth,8.775,0.212,20514.0,1989.0,,0.01576,391.50363,Uncontrolled,,0.0,,Low,Not Rated,,0.0838,13.8,13.6,
SOAD14152,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.198,0.067,,1940.0,,,,,,,35.14,Low,,,0.1081,10.1,197.7,
SOAD14507,Lyndrassia,No,Recreation,Earth,7.307,,0.0,1975.0,,0.08471,918.83505,,,0.0,1.64,High,Not Rated,,0.1595,32.2,932.4,3.1
SOAD14799,Lyndrassia,No,Recreation,Earth,8.621,,0.0,1960.0,,0.06304,1632.59677,,,0.0,16.57,Low,Not Rated,,0.1133,8.0,139.9,3.8
SOAD15829,Lyndrassia,No,Flood Risk Reduction,Earth,9.275,0.158,22568.0,2008.0,,0.06698,553.96432,Uncontrolled,,0.0,,Low,Not Rated,,0.0725,32.4,11.8,
SOAD15955,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.473,0.44,,1957.0,,,,,,,116.11,Low,,,0.0698,11.3,212.8,
SOAD16600,Lyndrassia,No,Flood Risk Reduction,Earth,7.839,0.233,21750.0,2001.0,,0.04728,2210.5307,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0988,28.7,11.9,
SOAD17570,Lyndrassia,No,Recreation,Earth,5.238,,0.0,,,0.11426,4146.74253,,,0.0,0.0,High,Not Rated,,0.138,15.8,383.4,7.3
SOAD17926,Lyndrassia,No,Recreation,Earth,11.901,,0.0,1951.0,,0.05122,769.6908099999999,,26/09/1978,0.0,3.12,High,Not Rated,,0.0962,9.8,941.6,7.2
SOAD19577,Lyndrassia,No,Recreation,Earth,3.638,,0.0,1973.0,,0.16548,3467.60358,,,0.0,0.0,Low,Not Rated,,0.0822,16.3,555.2,6.6
SOAD20092,Lyndrassia,No,Other,Earth,8.728,,0.0,,,0.06895,1291.69565,,,0.0,0.0,Low,Not Rated,,0.0795,30.7,227.9,
SOAD20318,Lyndrassia,No,Flood Risk Reduction,Earth,6.78,0.2,15873.0,2001.0,,0.05319,2018.77382,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0724,42.2,8.0,
SOAD20500,Lyndrassia,No,Recreation,Earth,7.082,,0.0,1961.0,,0.0788,319.5948,,,0.0,0.0,Low,Not Rated,,0.1051,22.1,203.4,9.0
SOAD00354,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.303,0.1,,1945.0,,,,,,,50.46,Low,,,0.0854,22.2,134.5,
SOAD03795,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.371,,0.0,1955.0,,0.06698,1904.25235,,,0.0,0.0,Low,Not Rated,,0.1052,40.7,859.3,
SOAD03949,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.767,0.05,,1941.0,,,,,,,15.67,Significant,,,0.1416,318.7,171.2,
SOAD04352,Lyndrassia,Yes,,,15.993,0.105,,2004.0,,0.05713,,Uncontrolled,28/01/2022,,9.62,Significant,Satisfactory,17/03/2017,0.1163,31.1,384.2,
SOAD04370,Lyndrassia,No,Flood Risk Reduction,Earth,6.39,0.243,6572.0,1988.0,,0.08077,1166.52102,Uncontrolled,,0.0,,Low,Not Rated,,0.109,19.1,11.4,
SOAD04697,Lyndrassia,Yes,Flood Risk Reduction,Earth,7.583,0.075,,1955.0,,,,,,,14.18,Low,,,0.1236,20.4,276.4,
SOAD04911,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.362,0.033,,1958.0,,,,,,,20.53,Low,,,0.1063,5.5,206.5,
SOAD06713,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.198,0.083,,1941.0,,,,,,,31.99,Low,,,0.125,21.4,180.6,
SOAD06873,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.62,0.183,,1946.0,,,,,,,29.83,Low,,,0.0728,14.6,417.7,
SOAD06916,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.618,0.125,,1937.0,,,,,,,8.38,Significant,,,0.1563,204.3,204.6,
SOAD07399,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.986,,0.0,1966.0,,0.06895,394.16692,,,0.0,16.23,Low,Not Rated,,0.0862,26.1,187.8,
SOAD09350,Lyndrassia,No,Recreation,Earth,9.113,,0.0,,,0.06698,1480.78924,,,0.0,0.0,High,Not Rated,,0.1287,42.2,644.7,8.0
SOAD09741,Lyndrassia,No,Recreation,Earth,11.268,,0.0,,,0.04925,284.97203,,,0.0,0.0,Low,Not Rated,,0.1003,23.9,176.5,8.7
SOAD09863,Lyndrassia,No,Flood Risk Reduction,Earth,9.367,0.153,18860.0,1986.0,,0.03349,1177.17418,Uncontrolled,,0.0,,Low,Not Rated,,0.1079,19.5,16.6,
SOAD09876,Lyndrassia,Yes,Irrigation,Earth,5.256,0.217,,1954.0,,,,,,,77.47,Low,,,0.0809,7.4,145.7,18.2
SOAD10313,Lyndrassia,No,Flood Risk Reduction,Earth,11.471,0.167,20794.0,1998.0,,0.03152,181.10372,Uncontrolled,01/10/1999,1.0,,Low,Not Rated,,0.0826,26.1,17.2,
SOAD10425,Lyndrassia,No,Recreation,Earth,6.253,,0.0,1970.0,,0.09456,543.31116,,,0.0,0.0,Low,Not Rated,,0.1125,22.1,478.8,4.5
SOAD10432,Lyndrassia,Yes,Irrigation,Earth,6.773,0.05,,1965.0,,,5.32658,,,,36.78,Low,,,0.0635,17.7,89.1,36.9
SOAD12092,Lyndrassia,No,Grade Stabilization,Earth,9.753,0.177,15420.0,1962.0,,0.10441,1169.18431,Uncontrolled,,0.0,,Low,Not Rated,,0.0775,30.5,6.5,
SOAD13224,Lyndrassia,No,Recreation,Earth,7.074,,0.0,1974.0,,0.08471,327.58467,,,0.0,0.0,Low,Not Rated,,0.0797,9.5,666.8,6.5
SOAD13990,Lyndrassia,Yes,Tailings,Earth,32.539,1.267,135000.0,1978.0,,0.01773,0.0,Uncontrolled,02/09/2021,2.0,4.86,High,Satisfactory,21/12/2007,0.1105,21.8,183.4,
SOAD15071,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.309,0.1,,1928.0,,,,,,,31.41,Low,,,0.0999,6.3,100.6,
SOAD15893,Lyndrassia,No,Flood Risk Reduction,Earth,11.087,0.202,29305.0,2010.0,,0.02561,1198.4805,Uncontrolled,,0.0,,Low,Not Rated,,0.1149,41.3,18.6,
SOAD16107,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.339,0.15,31000.0,1959.0,,0.13987,1520.73859,Uncontrolled,,0.0,,Low,Not Rated,,0.1162,13.9,15.3,
SOAD17359,Lyndrassia,No,Recreation,Earth,10.144,,0.0,1966.0,,0.04137,1470.13608,,21/05/1980,0.0,3.33,High,Not Rated,,0.1359,28.1,313.2,4.3
SOAD17968,Lyndrassia,No,Flood Risk Reduction,Earth,11.288,,0.0,1972.0,,0.05122,484.71878,,,0.0,3.12,High,Not Rated,,0.0792,10.1,219.9,
SOAD18954,Lyndrassia,No,Recreation,Earth,8.754,,0.0,1960.0,,0.06501,1400.89054,,,0.0,0.0,Low,Not Rated,,0.1115,28.7,683.0,9.5
SOAD19403,Lyndrassia,No,Recreation,Earth,3.584,,0.0,1974.0,,0.17336,5702.103889999999,,,0.0,0.0,Low,Not Rated,,0.06,45.4,808.7,4.8
SOAD19995,Lyndrassia,No,Recreation,Earth,12.056,,0.0,1986.0,,0.05319,2317.0623,,,0.0,16.43,Low,Not Rated,,0.0893,18.8,184.5,7.0
SOAD20493,Lyndrassia,No,Grade Stabilization,Earth,10.681,0.233,16000.0,1975.0,,0.1576,2101.33581,Uncontrolled,02/07/1980,0.0,,Significant,Not Rated,,0.1115,30.8,401.1,
SOAD20723,Lyndrassia,Yes,Other,Earth,3.272,1.067,,1962.0,,,,,,,22.43,Low,,,0.122,20.7,251.9,
SOAD00123,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.522,0.05,,1963.0,,,117.18476,Uncontrolled,,,0.0,Low,,,0.0997,23.8,118.5,
SOAD00926,Lyndrassia,No,Recreation,Earth,10.005,,0.0,1976.0,,0.0591,3068.11008,,,0.0,5.07,Low,Not Rated,,0.0833,5.7,360.6,4.3
SOAD02057,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.539,0.083,,1940.0,,,,,,,23.78,Low,,,0.097,16.4,102.3,
SOAD02252,Lyndrassia,Yes,Irrigation,Earth,7.265,0.092,,1936.0,,,,,,,0.0,Significant,,,0.1301,153.1,600.6,40.9
SOAD03038,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.584,,0.0,1968.0,,0.05713,455.42259,,01/06/1979,0.0,1.59,High,Not Rated,,0.1095,15.0,420.5,
SOAD04886,Lyndrassia,No,Debris Control,Earth,10.605,,0.0,1973.0,,0.0591,452.7593,,,0.0,0.0,Low,Not Rated,,0.0872,7.2,463.0,
SOAD05669,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.476,0.1,,1960.0,,,7.98987,Uncontrolled,,,0.0,Low,,,0.0928,14.4,539.4,
SOAD06144,Lyndrassia,No,Grade Stabilization,Earth,9.147,0.11,6598.0,1976.0,,0.12805,2159.92819,Uncontrolled,,0.0,,Low,Not Rated,,0.0824,28.8,9.5,
SOAD06826,Lyndrassia,No,Flood Risk Reduction,Earth,8.787,0.273,14791.0,2001.0,,0.08274,2996.20125,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.1193,20.0,18.8,
SOAD07135,Lyndrassia,No,Recreation,Earth,3.464,,0.0,1962.0,,0.15366,1099.93877,,,0.0,0.0,Low,Not Rated,,0.0754,31.1,931.6,3.1
SOAD07263,Lyndrassia,Yes,Recreation,Earth,15.383,0.14,50000.0,1978.0,,0.04925,0.0,Uncontrolled,20/03/2020,5.0,8.22,High,Satisfactory,31/05/2016,0.0493,29.9,240.4,8.5
SOAD07627,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.017,0.107,,1950.0,,,,,,,30.83,Low,,,0.1201,17.0,236.2,
SOAD08441,Lyndrassia,No,Flood Risk Reduction,Earth,9.732,0.14,18800.0,1990.0,,0.05122,1206.47037,Uncontrolled,17/05/1991,0.0,,Low,Not Rated,,0.0973,8.4,22.8,
SOAD09836,Lyndrassia,No,Irrigation,Gravity,4.716,0.636,24435.0,1960.0,,0.2364,,Uncontrolled,20/08/2016,5.0,100.68,Low,Fair,20/08/2016,0.0617,14.4,113.0,5.2
SOAD10518,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.505,0.1,,1953.0,,,,,,,47.18,Low,,,0.0708,14.3,73.3,
SOAD10561,Lyndrassia,No,Recreation,Earth,7.862,,0.0,1954.0,,0.0788,394.16692,,21/01/1981,0.0,0.0,High,Not Rated,,0.108,40.8,812.7,6.3
SOAD11194,Lyndrassia,No,Flood Risk Reduction,Earth,13.524,0.147,27462.0,2005.0,,0.03546,1091.9489,Uncontrolled,,0.0,,Low,Not Rated,,0.0862,34.9,21.6,
SOAD12820,Lyndrassia,No,Flood Risk Reduction,Earth,9.209,0.15,21837.0,1989.0,,0.0788,3440.97068,Uncontrolled,,0.0,,Low,Not Rated,,0.0985,38.6,14.3,
SOAD13065,Lyndrassia,No,Flood Risk Reduction,Earth,11.414,0.166,20285.0,2000.0,,0.01773,660.49592,Uncontrolled,01/11/2000,0.0,,Low,Not Rated,,0.1173,19.8,8.3,
SOAD13745,Lyndrassia,No,Flood Risk Reduction,Earth,9.835,0.183,22486.0,2005.0,,0.03152,719.0883,Uncontrolled,,0.0,,Low,Not Rated,,0.1222,22.1,7.2,
SOAD15814,Lyndrassia,No,Other,Earth,8.398,,0.0,,,0.06895,2974.89493,,,0.0,0.0,Low,Not Rated,,0.0854,11.9,113.7,
SOAD18219,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.135,0.067,,1959.0,,,74.57212,Uncontrolled,,,6.24,Low,,,0.0562,9.6,446.4,
SOAD18394,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.726,0.117,,1965.0,,,,,,,22.2,Low,,,0.1112,20.6,340.3,
SOAD19933,Lyndrassia,No,Fish and Wildlife Pond,Earth,7.442,0.146,8413.0,1977.0,,0.00788,223.71636,Uncontrolled,,0.0,,Low,Not Rated,,0.0839,45.4,9.8,
SOAD00739,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.289,0.1,,1961.0,,,5.32658,Uncontrolled,,,31.71,Low,,,0.0817,8.4,149.3,
SOAD01475,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.126,0.13,,1900.0,,,53.2658,Uncontrolled,,,26.5,Low,,,0.0794,14.9,413.4,
SOAD02134,Lyndrassia,No,Flood Risk Reduction,Earth,9.537,0.15,18286.0,2001.0,,0.02561,2365.00152,Uncontrolled,25/09/2001,0.0,,Low,Not Rated,,0.0935,36.3,9.5,
SOAD03233,Lyndrassia,No,Irrigation,Earth,7.087,,0.0,1968.0,,0.08668,1009.38691,,,0.0,34.32,High,Not Rated,,0.0889,35.7,229.6,19.7
SOAD03622,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.879,0.1,,1956.0,,,7.98987,Uncontrolled,,,0.0,Significant,,,0.1443,48.8,293.4,
SOAD05358,Lyndrassia,No,Flood Risk Reduction,Earth,13.091,0.11,23172.0,2008.0,,0.07486,783.00726,Uncontrolled,,0.0,,Low,Not Rated,,0.0855,11.1,6.0,
SOAD06875,Lyndrassia,No,Flood Risk Reduction,Earth,8.78,,0.0,1971.0,,0.06501,964.11098,,,0.0,17.86,Low,Not Rated,,0.0986,12.0,200.2,
SOAD07144,Lyndrassia,No,Recreation,Earth,9.386,,0.0,1952.0,,0.06501,4881.81057,,20/08/1979,0.0,0.0,High,Not Rated,,0.1378,29.7,286.3,8.7
SOAD07208,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.872,0.1,,1954.0,,,,,,,46.19,Low,,,0.0625,18.4,111.1,
SOAD08044,Lyndrassia,No,Flood Risk Reduction,Earth,11.411,0.183,21434.0,2000.0,,0.04137,1603.30058,Uncontrolled,,1.0,,Low,Not Rated,,0.1129,35.1,10.7,
SOAD11603,Lyndrassia,No,Flood Risk Reduction,Earth,11.731,0.14,33322.0,2005.0,,0.05713,1771.08785,Uncontrolled,,0.0,,Low,Not Rated,,0.1202,9.9,23.5,
SOAD12022,Lyndrassia,No,Recreation,Earth,9.015,,0.0,1958.0,,0.06895,426.1264,,,0.0,34.01,Low,Not Rated,,0.0843,33.8,115.6,5.4
SOAD13780,Lyndrassia,No,Debris Control,Earth,9.989,0.115,17481.0,1976.0,,0.03152,929.48821,Uncontrolled,,0.0,,Low,Not Rated,,0.1126,36.1,23.1,
SOAD13939,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.525,0.15,,1950.0,,,,,,,86.23,Low,,,0.1212,14.7,163.8,
SOAD14185,Lyndrassia,No,Flood Risk Reduction,Earth,10.314,,0.0,1936.0,,0.05713,1326.31842,,,0.0,8.01,High,Not Rated,,0.0974,8.0,176.6,
SOAD15034,Lyndrassia,No,Grade Stabilization,Earth,8.333,0.197,13311.0,1965.0,,0.22261,2868.36333,Uncontrolled,,0.0,,Low,Not Rated,,0.0603,40.8,8.7,
SOAD15852,Lyndrassia,No,Recreation,Earth,8.627,,0.0,1963.0,,0.06501,7241.485509999999,,,0.0,0.0,Low,Not Rated,,0.1,43.2,290.8,9.0
SOAD16139,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.457,0.167,,1967.0,,,10.65316,,,,4.63,Low,,,0.1119,7.0,305.7,
SOAD16465,Lyndrassia,No,Grade Stabilization,Earth,7.594,0.207,14901.0,1973.0,,0.06895,860.24267,Uncontrolled,,0.0,,Low,Not Rated,,0.0699,47.3,4.9,
SOAD16985,Lyndrassia,No,Recreation,Earth,8.77,,0.0,1970.0,,0.06501,2937.60887,,,0.0,7.71,Low,Not Rated,,0.0857,5.3,208.3,6.1
SOAD17236,Lyndrassia,No,Recreation,Earth,11.3,,0.0,1968.0,,0.05122,157.13411,,30/10/1980,0.0,0.0,High,Not Rated,,0.1002,47.6,169.6,5.9
SOAD17666,Lyndrassia,No,Flood Risk Reduction,Earth,11.449,,0.0,1967.0,,0.05122,1131.89825,,,0.0,,Low,Not Rated,,0.1081,16.8,6.4,
SOAD18551,Lyndrassia,No,Flood Risk Reduction,Earth,11.33,0.13,16328.0,2006.0,,0.15366,2575.40143,Uncontrolled,,0.0,,Low,Not Rated,,0.1115,29.7,7.5,
SOAD18605,Lyndrassia,No,Hydroelectric,Gravity,7.903,0.031,,1910.0,,0.6047899999999999,5273.3142,Uncontrolled,18/10/2022,1.0,1.58,High,Fair,11/04/2023,0.1217,649.1,180.9,88.8
SOAD18623,Lyndrassia,No,Recreation,Earth,6.342,,0.0,,,0.06895,426.1264,,,0.0,0.0,Low,Not Rated,,0.0753,18.5,471.7,5.3
SOAD19707,Lyndrassia,No,Grade Stabilization,Earth,9.234,0.153,17337.0,1971.0,,0.01576,426.1264,Uncontrolled,,0.0,,Low,Not Rated,,0.0604,33.5,15.5,
SOAD20549,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.013,,0.0,1977.0,,0.06501,767.02752,,,0.0,0.0,Low,Not Rated,,0.0929,19.2,459.8,
SOAD00494,Lyndrassia,No,Flood Risk Reduction,Earth,12.266,0.244,27036.0,2000.0,,0.14578,1070.64258,Uncontrolled,31/08/2000,0.0,,Low,Not Rated,,0.0806,18.2,22.2,
SOAD00912,Lyndrassia,No,Recreation,Earth,9.691,,0.0,1972.0,,0.03349,519.34155,,11/11/1980,0.0,10.02,High,Not Rated,,0.1085,12.4,111.4,8.1
SOAD00981,Lyndrassia,No,Flood Risk Reduction,Earth,11.217,0.14,17750.0,1995.0,,0.01773,231.70623,Uncontrolled,01/11/1999,1.0,,Low,Not Rated,,0.1012,43.5,9.2,
SOAD01189,Lyndrassia,No,Recreation,Earth,9.091,,0.0,,,0.07092,199.74675,,,0.0,42.99,Low,Not Rated,,0.0743,21.8,202.0,8.5
SOAD01316,Lyndrassia,No,Recreation,Earth,9.018,,0.0,1988.0,,0.06895,604.56683,,,0.0,8.09,Low,Not Rated,,0.1043,15.3,413.6,9.1
SOAD01716,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.588,0.233,,1960.0,,,,,,,15.3,Low,,,0.1086,13.3,138.0,
SOAD01784,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.04,,0.0,1951.0,,0.08668,1203.80708,,,0.0,25.25,Low,Not Rated,,0.0989,18.5,467.0,
SOAD02781,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.838,0.168,,1922.0,,,82.56199,,,,10.84,Low,,,0.0619,23.3,199.4,
SOAD03592,Lyndrassia,No,Flood Risk Reduction,Earth,10.014,0.167,17936.0,2002.0,,0.05713,607.2301199999999,Uncontrolled,19/12/2002,0.0,,Low,Not Rated,,0.0707,41.7,10.4,
SOAD03700,Lyndrassia,No,Debris Control,Earth,12.142,0.1,18054.0,1977.0,,0.00788,652.50605,Uncontrolled,29/05/1980,0.0,,High,Not Rated,,0.1286,29.1,548.5,
SOAD03779,Lyndrassia,No,Grade Stabilization,Earth,10.943,0.155,11943.0,1963.0,,0.03349,247.68597,Uncontrolled,,0.0,,Low,Not Rated,,0.0735,11.5,10.3,
SOAD04097,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,11.536,0.075,,1966.0,,,7.98987,Uncontrolled,,,46.07,Low,,,0.08,14.6,205.3,
SOAD04652,Lyndrassia,No,Irrigation,Earth,10.624,,0.0,1972.0,,0.0591,631.1997299999999,,,0.0,35.67,Low,Not Rated,,0.1159,43.0,114.1,35.9
SOAD06100,Lyndrassia,No,Flood Risk Reduction,Earth,10.493,,0.0,1960.0,,0.05713,1347.62474,,,0.0,4.92,High,Not Rated,,0.1169,23.7,497.2,
SOAD06994,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.798,0.067,,1960.0,,,,,,,23.96,Low,,,0.0989,22.0,341.4,
SOAD07431,Lyndrassia,No,Recreation,Earth,8.885,,0.0,1960.0,,0.06895,551.30103,,,0.0,9.54,High,Not Rated,,0.0744,37.0,382.2,7.3
SOAD08341,Lyndrassia,No,Flood Risk Reduction,Earth,5.19,,0.0,1962.0,,0.11623,1014.71349,,,0.0,0.0,Low,Not Rated,,0.0875,25.7,376.0,
SOAD10576,Lyndrassia,No,Recreation,Earth,7.059,,0.0,,,0.08077,514.01497,,,0.0,0.0,High,Not Rated,,0.09,47.0,710.5,8.9
SOAD12180,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.377,,0.0,1956.0,,0.06698,1763.09798,,,0.0,33.6,Low,Not Rated,,0.1223,6.7,96.7,
SOAD12752,Lyndrassia,No,Fish and Wildlife Pond,Earth,10.507,0.129,15897.0,1996.0,,0.05713,1001.39704,Uncontrolled,01/11/1999,0.0,,Low,Not Rated,,0.0892,31.5,21.7,
SOAD13167,Lyndrassia,No,Flood Risk Reduction,Earth,9.032,0.197,19275.0,2007.0,,0.0394,1153.20457,Uncontrolled,,0.0,,Low,Not Rated,,0.0747,7.2,15.7,
SOAD13227,Lyndrassia,Yes,Other,Earth,20.693,0.25,68000.0,,,0.06698,2.66329,Uncontrolled,12/04/2023,5.0,0.0,Low,Satisfactory,21/12/2007,0.0407,5.8,924.3,
SOAD13965,Lyndrassia,No,Flood Risk Reduction,Earth,13.409,0.189,18908.0,2000.0,,0.03349,1824.35365,Uncontrolled,,1.0,,Low,Not Rated,,0.0962,19.1,13.5,
SOAD14063,Lyndrassia,No,Flood Risk Reduction,Earth,12.58,0.177,27632.0,2005.0,,0.00788,607.2301199999999,Uncontrolled,01/06/2005,1.0,,Low,Not Rated,,0.0817,23.6,12.8,
SOAD14144,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.736,,0.0,,,0.06895,375.52389,,,0.0,0.0,Low,Not Rated,,0.1035,16.0,610.7,
SOAD15382,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.097,,0.0,,,0.12017,4013.57803,,,0.0,10.02,High,Not Rated,,0.1085,11.8,405.2,
