ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD17793,Flumevale,Yes,Recreation,Earth,4.29,0.083,1300.0,2013.0,2013,0.2501899999999999,0.0,,17/05/2013,6.0,,Low,Not Rated,,0.0629,214.7,20.6,4.9
SOAD04483,Flumevale,Yes,Irrigation,Earth,2.8,0.5,17779.0,1898.0,,0.60085,0.0,Controlled,26/06/2017,6.0,3.23,Low,Not Rated,,0.0612,173.8,844.8,33.5
SOAD16129,Flumevale,Yes,Other,Earth,15.175,0.173,83800.0,1975.0,,0.1379,0.0,,22/06/2022,1.0,0.84,Significant,Satisfactory,01/09/2017,0.1049,22.3,852.7,
SOAD02078,Flumevale,Yes,Hydroelectric,Concrete,58.725,0.079,,1928.0,,0.0591,95.87844,Uncontrolled,16/08/2023,1.0,3.27,High,Satisfactory,29/09/2023,0.0827,10.6,204.3,79.1
SOAD03563,Flumevale,Yes,Irrigation,Earth,14.076,0.933,82868.0,1963.0,1976H;2006H,0.14578,7.98987,Uncontrolled,23/06/2022,2.0,5.04,Significant,Satisfactory,23/06/2022,0.1217,5.9,235.4,40.7
SOAD08377,Flumevale,Yes,Flood Risk Reduction,Earth,10.997,0.157,60100.0,1963.0,,0.38809,21.30632,,09/03/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.1015,457.4,898.5,
SOAD12493,Flumevale,Yes,Recreation,Earth,14.277,0.339,19976.0,1956.0,,0.17336,45.27593,Uncontrolled,12/09/2022,2.0,4.6,Significant,Satisfactory,12/09/2022,0.13,12.9,846.9,4.4
SOAD02517,Flumevale,Yes,Water Supply,Earth,5.469,0.067,3500.0,1919.0,,0.58706,18.64303,,02/06/2022,0.5,,Low,Satisfactory,01/09/2017,0.0627,364.1,15.2,31.1
SOAD10384,Flumevale,Yes,Irrigation,Earth,8.952,0.134,26569.0,1905.0,,0.15957,0.0,Uncontrolled,26/07/2022,1.0,21.4,High,Fair,26/07/2022,0.1317,47.0,147.1,22.9
SOAD11314,Flumevale,Yes,Water Supply,Earth,16.266,0.144,85000.0,1872.0,,0.1832099999999999,13.31645,,15/09/2022,1.0,11.65,Significant,Satisfactory,01/09/2017,0.1424,46.2,349.9,66.3
SOAD01949,Flumevale,Yes,Water Supply,Earth,10.781,0.237,30000.0,1950.0,,0.27974,37.28606,,04/02/2022,0.5,,Low,Satisfactory,01/09/2017,0.0664,632.7,22.8,49.4
SOAD00071,Flumevale,Yes,Debris Control,Earth,21.688,0.993,612100.0,1980.0,,0.19503,93.21515,,27/01/2022,1.0,1.56,High,Satisfactory,01/09/2017,0.0932,30.2,242.4,
SOAD06809,Flumevale,Yes,Recreation,Earth,8.711,0.4,13746.0,1906.0,,0.33687,7.98987,,07/09/2022,2.0,26.42,Significant,Unsatisfactory,07/09/2022,0.1735,413.2,424.5,3.7
SOAD17428,Flumevale,No,Flood Risk Reduction,Rockfill,6.473,0.333,34700.0,1955.0,2018H,0.29747,45.27593,Uncontrolled,15/09/2022,5.0,0.0,Significant,Not Available,,0.1341,577.6,144.3,
SOAD00803,Flumevale,Yes,Irrigation,Earth,17.707,0.05,0.0,1931.0,,0.0985,127.83792,Uncontrolled,15/05/2019,6.0,28.13,Low,Not Rated,,0.084,14.0,200.7,29.6
SOAD10131,Flumevale,Yes,Water Supply,Earth,15.51,0.637,226000.0,1991.0,,0.1182,0.0,,21/10/2021,1.0,1.0,High,Satisfactory,01/09/2017,0.0831,45.8,756.4,61.6
SOAD18360,Flumevale,Yes,Water Supply,Rockfill,9.678,0.105,23810.0,1907.0,,0.15957,7.98987,Uncontrolled,16/07/1990,0.0,33.21,Low,Satisfactory,01/05/2015,0.0498,21.6,228.4,48.9
SOAD18694,Flumevale,Yes,Irrigation,Earth,14.593,0.171,51471.0,1954.0,,0.13199,13.31645,,20/09/2021,6.0,20.48,Low,Not Rated,,0.0823,43.2,353.5,1.9
SOAD00694,Flumevale,Yes,Recreation,Earth,4.386,0.097,,1947.0,,0.35657,29.29619,,02/07/2020,6.0,81.91,Low,Satisfactory,13/05/2016,0.0252,507.6,48.8,8.8
SOAD01144,Flumevale,Yes,Irrigation,Earth,5.038,0.093,,1931.0,,0.23049,0.0,,17/08/2019,6.0,46.24,Low,Not Rated,,0.026,17.5,234.0,33.6
SOAD06318,Flumevale,Yes,Irrigation,Earth,5.022,0.32,15902.0,1883.0,,0.21473,0.0,Uncontrolled,15/06/2016,6.0,11.01,Low,Fair,19/04/2017,0.0523,9.5,475.2,17.6
SOAD08474,Flumevale,No,Water Supply,Earth,6.684,0.167,,,,,,,,,0.0,High,Not Available,,0.1176,872.6,265.2,38.8
SOAD15380,Flumevale,Yes,Irrigation,Earth,7.699,0.659,34672.0,1890.0,,0.19109,0.0,Uncontrolled,22/04/2020,2.0,11.55,Significant,Unsatisfactory,22/04/2020,0.19,16.9,133.6,47.3
SOAD01175,Flumevale,Yes,Flood Risk Reduction,Earth,16.243,0.2,80000.0,2019.0,,0.1792699999999999,,,16/02/2022,1.0,1.3,High,Satisfactory,05/02/2021,0.1198,47.1,677.5,
SOAD05204,Flumevale,Yes,Water Supply,Earth,6.755,0.022,0.0,1929.0,,0.28368,2.66329,,13/07/2022,0.5,15.62,Low,Fair,13/08/2020,0.0836,482.1,207.6,33.8
SOAD08446,Flumevale,Yes,Irrigation,Earth,7.965,0.075,11100.0,1899.0,,0.26201,7.98987,,17/08/2022,6.0,35.19,Low,Satisfactory,29/08/2016,0.0558,280.6,207.4,41.2
SOAD02819,Flumevale,Yes,Flood Risk Reduction,Earth,15.004,0.257,40217.0,1965.0,,0.22655,21.30632,,11/04/2018,3.0,38.68,Low,Satisfactory,04/08/2021,0.0645,6.0,200.7,
SOAD06996,Flumevale,Yes,Irrigation,Earth,9.756,0.143,33692.0,1893.0,,0.24625,0.0,,30/06/2021,6.0,20.13,Low,Fair,28/06/2017,0.0418,480.3,260.0,15.9
SOAD17229,Flumevale,Yes,Recreation,Earth,14.531,0.247,0.0,1948.0,,,,,18/06/2012,5.0,62.24,High,Not Available,,0.1077,893.3,125.5,4.4
SOAD09602,Flumevale,Yes,Other,Earth,55.378,0.152,623000.0,1968.0,,0.07486,2.66329,,03/11/2021,1.0,,High,Satisfactory,01/09/2017,0.0836,41.7,828.4,
SOAD19465,Flumevale,Yes,Water Supply,Earth,9.232,0.567,79478.0,1952.0,,0.23443,31.95948,,22/03/2022,1.0,6.26,High,Satisfactory,01/09/2017,0.1184,15.8,347.2,13.1
SOAD09529,Flumevale,Yes,Irrigation,Earth,14.282,0.217,31683.0,1977.0,,0.23443,0.0,Uncontrolled,17/11/2020,6.0,59.32,Low,Not Rated,,0.0857,23.4,91.9,15.6
SOAD13209,Flumevale,Yes,Irrigation,Earth,13.775,0.493,97358.0,1962.0,2004S,0.1772999999999999,37.28606,Uncontrolled,02/06/2015,6.0,4.62,Low,Not Rated,,0.0743,7.0,430.3,38.0
SOAD08306,Flumevale,Yes,Other,Earth,26.792,0.15,75000.0,1972.0,,0.14775,5.32658,,12/04/2022,1.0,3.22,High,Satisfactory,01/09/2017,0.0808,39.4,142.6,
SOAD03142,Flumevale,Yes,Flood Risk Reduction,Earth,7.027,0.758,220000.0,2008.0,,0.24231,0.0,,12/05/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0799,47.5,213.6,
SOAD17867,Flumevale,Yes,Water Supply,Earth,12.472,0.145,32000.0,1960.0,,0.2364,2.66329,,10/05/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0888,8.3,248.3,5.9
SOAD15679,Flumevale,Yes,Irrigation,Earth,5.848,0.075,5500.0,1892.0,1998,0.26201,0.0,,26/08/2022,6.0,17.49,Low,Fair,22/10/2018,0.0488,32.6,462.3,11.8
SOAD08063,Flumevale,Yes,Flood Risk Reduction,Earth,11.476,0.3,44450.0,1964.0,,0.22261,29.29619,,11/04/2018,3.0,34.63,Low,Not Rated,,0.0607,5.0,190.5,
SOAD09798,Flumevale,Yes,Flood Risk Reduction,Earth,8.13,0.18,33279.0,1970.0,,0.22655,21.30632,Uncontrolled,01/02/2012,3.0,76.43,Low,Not Rated,,0.1132,26.3,139.0,
SOAD19495,Flumevale,Yes,Water Supply,Earth,23.123,0.788,0.0,1892.0,,0.14381,0.0,,20/10/2021,1.0,,High,Satisfactory,01/09/2017,0.0694,32.8,890.5,63.3
SOAD16047,Flumevale,Yes,Other,Earth,32.962,0.11,80000.0,1950.0,,0.12805,,,21/04/2022,1.0,3.78,High,Satisfactory,01/09/2017,0.0736,13.5,382.4,
SOAD16288,Flumevale,Yes,Water Supply,Earth,23.46,0.327,150000.0,2009.0,,0.13987,0.0,,19/10/2021,0.5,,Low,Satisfactory,01/09/2017,0.0731,15.0,21.3,25.4
SOAD00001,Flumevale,Yes,Recreation,Earth,7.274,0.038,0.0,1939.0,,0.33687,0.0,Uncontrolled,19/10/2016,6.0,37.06,Low,Fair,24/07/2018,0.0596,180.5,138.8,6.5
SOAD00159,Flumevale,Yes,Hydroelectric,Rockfill,11.853,0.08,,1958.0,,0.22852,,Uncontrolled,25/07/2023,3.0,31.33,Low,Satisfactory,29/09/2023,0.0631,5.7,165.0,74.5
SOAD05479,Flumevale,Yes,Water Supply,Earth,24.986,0.185,118000.0,1965.0,,0.12805,5.32658,,22/06/2022,1.0,0.16,High,Satisfactory,01/09/2017,0.0857,29.8,506.9,66.6
SOAD07495,Flumevale,Yes,Irrigation,Earth,3.811,0.065,,1933.0,,0.27186,7.98987,Uncontrolled,14/09/2019,6.0,50.49,Low,Not Rated,,0.0612,706.4,57.5,21.8
SOAD01209,Flumevale,Yes,Hydroelectric,Earth,8.219,0.149,1400.0,1928.0,,0.2167,2.66329,Uncontrolled,06/06/2022,1.0,12.66,High,Satisfactory,29/09/2023,0.0878,22.4,302.0,86.5
SOAD09906,Flumevale,Yes,Irrigation,Earth,6.551,0.4,10000.0,1964.0,,0.42749,63.91896,Uncontrolled,17/06/2015,6.0,39.18,Low,Unsatisfactory,28/10/2016,0.1008,119.4,200.6,35.0
SOAD14174,Flumevale,Yes,Water Supply,Earth,18.125,0.175,73800.0,1962.0,,0.12411,0.0,,01/09/2022,1.0,,High,Satisfactory,01/09/2017,0.0875,10.4,819.7,22.5
SOAD02119,Flumevale,Yes,Irrigation,Earth,12.768,0.15,23147.0,1911.0,1959S,0.16548,0.0,Uncontrolled,11/08/2020,6.0,18.25,Low,Not Rated,,0.0409,46.0,422.1,34.2
SOAD11101,Flumevale,Yes,Hydroelectric,Concrete,27.057,0.089,6174.0,1962.0,,0.0985,607.2301199999999,Uncontrolled,03/06/2022,3.0,1.67,Low,Satisfactory,29/09/2023,0.0727,20.8,884.1,81.0
SOAD18704,Flumevale,Yes,Irrigation,Earth,9.489,0.519,,1956.0,,0.3349,82.56199,,14/10/1998,0.0,130.8,Low,Satisfactory,26/09/2017,0.0543,340.4,79.9,14.3
SOAD09263,Flumevale,Yes,Water Supply,Earth,8.189,0.267,2250.0,1889.0,,0.49644,15.97974,,30/06/2022,0.5,,Low,Satisfactory,01/09/2017,0.0802,89.1,10.2,69.3
SOAD01153,Flumevale,Yes,Flood Risk Reduction,Earth,10.948,0.148,0.0,1957.0,,0.23049,21.30632,Uncontrolled,10/05/2000,3.0,9.9,Low,Unsatisfactory,09/06/2009,0.1242,18.9,368.6,
SOAD16432,Flumevale,Yes,Irrigation,Earth,3.872,0.135,4104.0,1912.0,1931S;2005H;2005S,0.36839,0.0,Uncontrolled,30/07/2019,6.0,40.21,Low,Not Rated,,0.071,682.3,210.4,5.8
SOAD02921,Flumevale,Yes,Flood Risk Reduction,Earth,11.326,0.608,,1959.0,,0.26989,13.31645,Uncontrolled,15/10/2020,3.0,7.87,Low,Satisfactory,18/10/2018,0.0617,616.3,290.6,
SOAD10201,Flumevale,Yes,Irrigation,Earth,11.615,0.188,41360.0,1949.0,,0.22064,0.0,,31/08/2020,6.0,23.12,Low,Not Rated,,0.0778,5.1,315.4,43.4
SOAD10236,Flumevale,Yes,Irrigation,Earth,8.288,0.182,29919.0,1909.0,,0.16548,0.0,Uncontrolled,29/04/2021,6.0,38.73,Low,Fair,11/10/2011,0.0653,27.4,171.3,41.1
SOAD14150,Flumevale,Yes,Irrigation,Earth,9.706,0.258,13796.0,1940.0,1952H;1952M;1952S,0.26201,0.0,Uncontrolled,08/07/2021,6.0,36.06,Low,Unsatisfactory,26/05/2015,0.0975,453.3,63.5,21.8
SOAD03844,Flumevale,Yes,Hydroelectric,Earth,30.884,0.279,,1923.0,,0.19897,2.66329,Uncontrolled,23/08/2023,1.0,23.31,High,Fair,29/09/2023,0.1215,13.2,201.1,59.5
SOAD12970,Flumevale,Yes,Irrigation,Earth,5.491,0.252,7725.0,1911.0,1956H;1956M;1956S,0.32505,0.0,,08/07/2021,6.0,16.19,Low,Satisfactory,19/07/2017,0.0326,287.1,338.2,46.6
SOAD05842,Flumevale,Yes,Flood Risk Reduction,Earth,6.551,0.75,14160.0,1996.0,,0.1832099999999999,23.96961,,23/02/2022,1.0,0.16,High,Satisfactory,01/09/2017,0.0895,43.3,893.4,
SOAD03736,Flumevale,Yes,Fish and Wildlife Pond,Earth,5.322,0.21,15400.0,1929.0,,0.19897,0.0,,14/08/2006,6.0,65.86,Low,Satisfactory,15/10/2020,0.0494,40.4,60.0,
SOAD02225,Flumevale,Yes,Irrigation,Earth,12.184,0.407,31744.0,1953.0,,0.24231,117.18476,Uncontrolled,20/05/1994,0.0,57.23,Low,Fair,10/07/2019,0.076,45.8,111.4,13.2
SOAD09245,Flumevale,Yes,Other,Earth,22.575,0.144,35000.0,1935.0,,0.17336,37.28606,,21/06/2022,0.5,,Low,Satisfactory,01/09/2017,0.0822,46.5,14.5,
SOAD00303,Flumevale,Yes,Water Supply,Earth,6.473,0.33,24500.0,1939.0,,0.41764,13.31645,,20/10/2021,1.0,9.69,Significant,Satisfactory,12/04/2023,0.1399,428.5,218.5,14.2
SOAD08151,Flumevale,Yes,Hydroelectric,Earth,21.728,0.265,173000.0,1956.0,,0.16745,,Uncontrolled,29/08/2023,3.0,,Low,Satisfactory,29/09/2023,0.0799,16.0,15.3,
SOAD03911,Flumevale,Yes,Fish and Wildlife Pond,Earth,11.168,0.217,38659.0,1998.0,,0.26201,0.0,Uncontrolled,13/09/2018,6.0,1.54,Low,Unsatisfactory,12/07/2010,0.0859,308.7,880.4,
SOAD06341,Flumevale,Yes,Hydroelectric,Earth,6.293,0.117,,1956.0,,0.15957,,,29/08/2023,3.0,,Low,Satisfactory,29/09/2023,0.0575,7.9,5.0,
SOAD20711,Flumevale,Yes,Tailings,Earth,16.214,0.333,0.0,1987.0,,0.20882,2.66329,,25/10/2021,1.0,,Significant,Satisfactory,01/09/2017,0.1101,6.5,288.1,
SOAD07032,Flumevale,Yes,Irrigation,Earth,3.149,1.044,43158.0,1908.0,,0.4984099999999999,0.0,Uncontrolled,16/07/2009,6.0,0.0,Low,Not Rated,,0.022,601.5,823.9,25.0
SOAD12342,Flumevale,Yes,Irrigation,Earth,9.949,0.102,0.0,1953.0,,0.23837,7.98987,Uncontrolled,22/10/2018,6.0,14.37,Low,Fair,21/03/2007,0.059,18.9,423.8,16.8
SOAD13033,Flumevale,Yes,Water Supply,Earth,13.067,0.333,157000.0,1995.0,,0.24822,0.0,,26/10/2021,0.5,,Low,Satisfactory,01/09/2017,0.0792,540.0,8.6,60.1
SOAD18831,Flumevale,Yes,Water Supply,Earth,12.766,0.233,70000.0,1882.0,,0.15366,0.0,,01/12/2021,1.0,0.0,High,Satisfactory,01/09/2017,0.0988,14.2,157.7,9.3
SOAD02935,Flumevale,Yes,Water Supply,Earth,14.211,1.017,69300.0,1953.0,,0.10441,0.0,Uncontrolled,20/04/2022,2.0,0.0,Significant,Fair,20/04/2022,0.1327,19.6,163.7,40.2
SOAD05206,Flumevale,Yes,Irrigation,Rockfill,4.579,0.1,2000.0,1935.0,,0.28171,7.98987,Uncontrolled,06/09/2018,6.0,23.48,Low,Fair,28/04/2021,0.0605,335.9,441.4,24.1
SOAD02705,Flumevale,Yes,Water Supply,Earth,3.919,0.433,0.0,1912.0,,0.67768,45.27593,,16/06/2022,1.0,,Significant,Satisfactory,01/09/2017,0.1258,647.9,433.7,34.9
SOAD09249,Flumevale,Yes,Water Supply,Earth,7.386,0.145,0.0,1995.0,,0.1772999999999999,0.0,,09/09/2022,1.0,0.0,High,Satisfactory,09/09/2022,0.0766,6.2,422.2,18.8
SOAD17036,Flumevale,Yes,Other,Earth,13.464,0.107,10655.0,1916.0,,0.3506599999999999,10.65316,,19/10/2021,0.5,,Low,Satisfactory,01/09/2017,0.0612,273.9,14.4,
SOAD19327,Flumevale,Yes,Flood Risk Reduction,Earth,23.739,0.157,80000.0,1956.0,,0.14578,31.95948,,09/03/2022,1.0,1.22,High,Satisfactory,01/09/2017,0.0895,44.8,892.8,
SOAD17619,Flumevale,Yes,Irrigation,Earth,8.625,0.204,36267.0,1904.0,,0.24428,50.60251,Uncontrolled,25/06/2019,6.0,7.98,Low,Unsatisfactory,02/10/2003,0.1001,95.4,349.3,21.2
SOAD02842,Flumevale,Yes,Water Supply,Earth,22.793,0.133,35000.0,1956.0,,0.28959,13.31645,,19/07/2023,1.0,3.3,High,Fair,23/03/2022,0.1134,183.7,154.4,55.4
SOAD10774,Flumevale,Yes,Recreation,Earth,12.812,0.161,0.0,1954.0,2012,0.28565,13.31645,Uncontrolled,19/10/2020,6.0,42.4,Low,Fair,15/05/2020,0.0591,349.9,111.6,7.3
SOAD16436,Flumevale,Yes,Irrigation,Earth,8.244,0.293,22816.0,1965.0,,0.30338,7.98987,Uncontrolled,22/08/2019,6.0,4.86,Low,Not Rated,,0.0389,685.2,323.9,41.3
SOAD20247,Flumevale,Yes,Irrigation,Earth,6.713,0.717,52524.0,1881.0,1981,0.31126,0.0,Uncontrolled,21/04/2022,6.0,4.86,Low,Unsatisfactory,18/10/2022,0.0938,675.3,724.7,41.4
SOAD02973,Flumevale,Yes,Water Supply,Earth,16.043,0.277,104059.0,2012.0,,0.29156,2.66329,,06/04/2022,1.0,,Significant,Satisfactory,01/09/2017,0.108,630.4,31.2,18.4
SOAD17133,Flumevale,Yes,Flood Risk Reduction,Earth,22.965,0.128,116000.0,1964.0,,0.20291,146.48095,,22/07/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0859,26.1,120.6,
SOAD08698,Flumevale,Yes,Water Supply,Earth,7.83,0.115,8000.0,1900.0,,0.6304,85.22528,,09/09/2021,0.5,,Low,Satisfactory,01/09/2017,0.0749,559.2,19.8,58.1
SOAD04556,Flumevale,Yes,Recreation,Earth,5.801,0.073,2216.0,1906.0,,0.26989,50.60251,Uncontrolled,18/10/2022,6.0,33.45,Low,Satisfactory,28/08/2020,0.0307,438.6,52.8,9.4
SOAD06078,Flumevale,Yes,Flood Risk Reduction,Earth,8.986,0.357,42970.0,1963.0,,0.30929,50.60251,,03/04/2019,3.0,11.63,Low,Not Rated,,0.1108,415.8,114.5,
SOAD20172,Flumevale,Yes,Water Supply,Earth,9.502,0.027,16050.0,1927.0,,0.31126,5.32658,,08/12/2021,1.0,,High,Satisfactory,01/09/2017,0.087,550.0,702.1,31.9
SOAD06669,Flumevale,Yes,Fish and Wildlife Pond,Earth,18.125,0.743,20000.0,1968.0,,0.10441,0.0,Uncontrolled,11/06/2019,6.0,1.54,Low,Not Rated,,0.0987,47.1,887.3,
SOAD09924,Flumevale,Yes,Hydroelectric,Earth,21.61,0.173,,1907.0,,0.52599,2591.38117,Uncontrolled,28/06/2023,1.0,,High,Fair,29/09/2023,0.1091,675.0,547.5,
SOAD04560,Flumevale,Yes,Water Supply,Earth,14.036,0.341,11000.0,1972.0,,0.0985,0.0,Uncontrolled,30/09/2016,6.0,3.3,Low,Satisfactory,11/12/2018,0.0306,47.1,729.8,60.2
SOAD05588,Flumevale,Yes,Irrigation,Earth,4.709,0.213,,1882.0,2009,0.44916,0.0,Uncontrolled,10/11/2022,2.0,0.0,Significant,Satisfactory,10/11/2022,0.1061,343.8,508.5,1.2
SOAD18822,Flumevale,Yes,Water Supply,Earth,30.023,0.193,122000.0,1963.0,,0.11623,0.0,,08/06/2022,1.0,,Significant,Satisfactory,01/09/2017,0.1369,30.1,66.8,69.2
SOAD12137,Flumevale,Yes,,Earth,11.994,0.02,0.0,,,0.1379,,Uncontrolled,28/08/2020,6.0,15.01,Low,Not Rated,,0.0952,39.9,285.8,
SOAD04593,Flumevale,Yes,Irrigation,Earth,9.715,0.24,,1930.0,,0.21473,13.31645,Uncontrolled,02/09/2022,1.0,25.16,High,Satisfactory,02/09/2022,0.0762,47.2,454.1,28.7
SOAD09044,Flumevale,No,Other,Earth,22.698,0.367,,,,,,,,,3.3,High,Not Available,,0.1026,949.6,706.5,
SOAD03090,Flumevale,Yes,Water Supply,Earth,13.972,0.063,,1891.0,,0.20685,29.29619,Uncontrolled,02/06/2021,2.0,67.58,Significant,Fair,02/06/2021,0.1482,8.6,200.4,29.2
SOAD08417,Flumevale,No,Water Supply,Earth,13.453,0.267,,,,,,,,,0.0,High,Not Available,,0.1309,658.8,483.2,15.6
SOAD08942,Flumevale,Yes,Water Supply,Concrete,8.048,0.2,800.0,1890.0,,0.28368,34.62277,Uncontrolled,06/09/2017,6.0,29.78,Low,Fair,11/10/2011,0.0603,561.7,324.8,23.9
SOAD19087,Flumevale,Yes,Irrigation,Earth,5.407,0.533,65196.0,1882.0,2004,0.32111,7.98987,,06/11/2012,6.0,10.09,Low,Fair,25/04/2022,0.0417,279.3,309.3,17.7
SOAD00681,Flumevale,Yes,Irrigation,Earth,9.469,0.333,32066.0,1901.0,1947F;1947H;1947M;1947O;1947S,0.19897,42.61264,Uncontrolled,24/06/2021,2.0,10.86,Significant,Fair,24/06/2021,0.149,19.1,330.2,6.0
SOAD06837,Flumevale,Yes,Water Supply,Earth,7.78,0.133,11430.0,1953.0,,0.62252,47.93922,,25/05/2022,0.5,,Low,Satisfactory,01/09/2017,0.0814,477.5,14.3,16.8
SOAD01169,Flumevale,Yes,Water Supply,Earth,28.126,0.108,91000.0,1939.0,,0.11229,26.6329,,07/12/2021,1.0,3.93,High,Satisfactory,01/09/2017,0.0901,13.0,300.3,37.8
SOAD05894,Flumevale,Yes,Irrigation,Earth,6.285,0.067,2861.0,1893.0,1970H;1970M;1970S,0.16154,0.0,Uncontrolled,08/08/2018,6.0,17.12,Low,Unsatisfactory,19/09/2018,0.0965,32.2,257.7,42.5
SOAD07439,Flumevale,Yes,Flood Risk Reduction,Earth,4.699,0.467,0.0,1975.0,2012,0.38612,29.29619,Uncontrolled,20/06/2012,3.0,6.48,Low,Fair,19/09/2018,0.0893,392.0,461.9,
SOAD18652,Flumevale,Yes,Water Supply,Earth,14.365,0.26,97000.0,1985.0,,0.28959,,,25/01/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0927,255.0,821.8,15.6
SOAD02354,Flumevale,Yes,Recreation,Earth,13.981,0.142,17707.0,1964.0,,0.1379,13.31645,Uncontrolled,28/07/2021,6.0,4.81,Low,Satisfactory,08/06/2016,0.0593,28.2,722.7,3.9
SOAD01787,Flumevale,Yes,Flood Risk Reduction,Arch,54.367,0.176,56239.0,1927.0,,,23.96961,,04/11/2021,1.0,1.51,High,Satisfactory,01/09/2017,0.1015,740.8,932.4,
SOAD07885,Flumevale,Yes,Flood Risk Reduction,Earth,16.931,0.183,85800.0,1960.0,,0.2364,29.29619,,21/04/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0871,21.5,826.7,
SOAD18407,Flumevale,Yes,Other,Earth,16.844,0.24,79100.0,1976.0,,0.17139,26.6329,,12/11/2021,0.5,,Low,Satisfactory,01/09/2017,0.0821,38.8,18.5,
SOAD18248,Flumevale,Yes,Water Supply,Earth,8.541,0.948,,1901.0,,0.2167,0.0,Uncontrolled,21/06/2022,1.0,0.0,High,Fair,21/06/2022,0.1266,9.5,660.0,41.8
SOAD18875,Flumevale,Yes,Irrigation,Earth,8.05,0.047,3500.0,1890.0,1970S,0.25807,0.0,Uncontrolled,11/08/2022,2.0,14.13,Significant,Fair,11/08/2022,0.1302,569.8,139.0,29.5
SOAD20160,Flumevale,Yes,Flood Risk Reduction,Earth,23.354,0.165,,1972.0,2006,0.16351,0.0,Uncontrolled,20/05/2021,3.0,3.07,High,Satisfactory,20/05/2021,0.114,12.0,218.7,
SOAD10025,Flumevale,Yes,Irrigation,Earth,6.11,0.075,,1947.0,2000,0.31914,0.0,,20/10/2021,6.0,26.18,Low,Satisfactory,25/05/2021,0.0473,597.5,427.6,28.2
SOAD14019,Flumevale,Yes,Water Supply,Earth,7.918,0.423,33000.0,2000.0,,0.11229,,,24/03/2022,1.0,0.16,High,Satisfactory,01/09/2017,0.1069,13.0,189.1,58.0
SOAD11530,Flumevale,Yes,Irrigation,Earth,8.53,0.133,25145.0,1907.0,,0.4944699999999999,0.0,Uncontrolled,19/08/2020,6.0,9.2,Low,Fair,18/10/2018,0.0581,478.6,465.7,38.8
SOAD15358,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.261,0.333,,1975.0,,,29.29619,Uncontrolled,01/08/2011,10.0,,Low,Not Rated,,0.055,7.3,18.2,
SOAD16200,Flumevale,Yes,Flood Risk Reduction,Gravity,43.866,0.137,0.0,1984.0,,0.04137,42.61264,Uncontrolled,26/08/2021,1.0,22.96,High,Satisfactory,26/08/2021,0.1028,21.2,123.3,
SOAD07855,Flumevale,Yes,Debris Control,Earth,9.663,0.819,204000.0,1998.0,,0.22655,39.94935,,23/02/2022,1.0,0.16,High,Satisfactory,01/09/2017,0.1017,32.4,541.0,
SOAD11004,Flumevale,Yes,Flood Risk Reduction,Earth,17.412,0.555,0.0,1996.0,,0.17336,21.30632,,23/05/2022,3.0,9.51,High,Satisfactory,23/05/2022,0.0839,5.3,256.1,
SOAD03153,Flumevale,Yes,Other,Earth,10.901,0.567,45000.0,,,0.34475,2.66329,,24/05/2022,1.0,,High,Satisfactory,01/09/2017,0.0828,373.8,577.6,
SOAD18144,Flumevale,Yes,Flood Risk Reduction,Earth,13.814,0.285,64800.0,1961.0,,0.1871499999999999,42.61264,,28/09/2020,3.0,24.65,Low,Not Rated,,0.0947,7.0,408.9,
SOAD04838,Flumevale,Yes,Irrigation,Earth,13.625,0.267,,1956.0,,0.27777,21.30632,Controlled,25/10/2021,6.0,117.86,Low,Not Rated,,0.0702,236.4,67.8,6.0
SOAD05779,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,21.655,0.13,,1981.0,,0.17336,0.0,Uncontrolled,27/09/2022,2.0,28.93,Significant,Fair,27/09/2022,0.1395,27.7,129.8,
SOAD05844,Flumevale,Yes,Water Supply,Earth,13.28,0.107,20000.0,1950.0,,0.22852,23.96961,,22/02/2022,1.0,,Significant,Satisfactory,01/09/2017,0.1261,44.8,279.8,28.4
SOAD16498,Flumevale,Yes,Water Supply,Rockfill,6.359,0.063,5729.0,1988.0,,0.24231,0.0,Uncontrolled,27/06/2022,1.0,8.01,High,Satisfactory,27/06/2022,0.093,11.7,321.1,64.0
SOAD02780,Flumevale,Yes,Hydroelectric,Earth,5.141,2.067,,1990.0,,0.24822,,Uncontrolled,19/05/2022,3.0,16.22,Low,Satisfactory,29/09/2023,0.0756,398.3,194.9,94.5
