ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD19007,Flumevale,Yes,Irrigation,Earth,3.064,0.15,5571.0,1923.0,1979.0,0.31914,13.31645,Uncontrolled,6.0,3.22,Low,Not Rated,2018.0,0.0279,501.0,448.4,24.7
SOAD00816,Navaldia,No,Water Supply,Earth,8.995,0.0,16708.800000000047,1964.0,2000.0,0.0,0.0,Missing,-4.440892098500626e-16,15.364,Low,Not Rated,2014.0,0.0634,29.0,16.1,25.9
SOAD01335,Navaldia,No,Water Supply,Earth,6.872,0.307,16199.300000000047,1977.0,2002.0,0.14381,0.0,Missing,-4.440892098500626e-16,16.398,Low,Not Rated,2014.0,0.0924,8.1,16.3,57.1
SOAD01950,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.335,0.033,10628.20000000004,1950.0,2006.0,0.1313989999999996,38.61770499999966,Missing,0.9000000000000001,32.97,Low,Missing,2015.8,0.0792,7.9,50.6,26.04
SOAD03505,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Gravity,6.886,0.35,19722.0,2003.0,2000.0,0.33293,18.64303,Uncontrolled,1.0,3.31,High,Unsatisfactory,2020.0,0.1362,292.2,202.9,17.61
SOAD03508,Navaldia,Yes,Recreation,Earth,4.976,0.083,27058.300000000017,1945.0,2007.0,0.20882,7.98987,Controlled,5.0,14.957,Low,Poor,2014.3,0.0774,12.7,9.3,3.6
SOAD03674,Navaldia,Yes,Missing,Earth,5.589,0.467,62648.5,1996.0,2010.0,0.0,229.04294,Uncontrolled,5.0,1.58,High,Fair,2015.0,0.0832,38.8,677.5,6.66
SOAD05858,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.074,0.2,14996.299999999988,1972.0,1997.0,0.10047,0.0,Missing,-4.440892098500626e-16,17.018,Low,Not Rated,2014.0,0.1238,22.6,15.8,24.3
SOAD06028,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.795,0.103,17034.400000000023,1961.0,1996.0,0.13061100000000003,24.768597000000227,Missing,3.3,23.62,Low,Missing,2017.4,0.0661,6.6,384.5,16.47
SOAD10280,Navaldia,No,Recreation,Earth,4.873,0.375,18946.400000000023,1969.0,1999.0,0.21473,0.0,Missing,-4.440892098500626e-16,15.933,Low,Not Rated,2014.0,0.0815,25.6,18.9,8.2
SOAD11419,Navaldia,No,Water Supply,Earth,7.431,0.227,20520.699999999983,1964.0,1988.0,0.22064,0.0,Missing,5.0,4.6,Significant,Not Rated,2014.0,0.1042,8.7,827.9,46.0
SOAD11704,Navaldia,No,Flood Risk Reduction,Earth,9.486,0.131,13733.600000000006,1991.0,2001.0,0.0,3848.45405,Missing,-4.440892098500626e-16,37.381,Low,Not Rated,2014.0,0.0816,10.3,12.0,23.58
SOAD18513,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.663,0.133,14597.899999999994,1963.0,1985.0,0.13199,0.0,Missing,-4.440892098500626e-16,29.880000000000003,Low,Not Rated,2014.0,0.0991,15.1,11.4,23.07
SOAD18546,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.082,0.067,14481.400000000052,1960.0,2000.0,0.06146399999999996,10.65316,Uncontrolled,2.5,9.75,Low,Missing,2017.8,0.0885,21.2,412.5,22.09
SOAD19417,Navaldia,No,Missing,Earth,4.875,1.333,116000.0,1970.0,1995.0,0.16548,13.050121000000445,Missing,-4.440892098500626e-16,21.636,Low,Not Rated,2018.0,0.1153,44.5,9.3,22.77
SOAD20544,Flumevale,Yes,Water Supply,Earth,12.974,0.053,5000.0,1877.0,2002.0,0.14381,5.32658,Missing,1.0,3.99,High,Satisfactory,2021.0,0.1013,40.2,491.3,24.1
SOAD00789,Lyndrassia,No,Recreation,Earth,9.134,0.1912,0.0,1964.0,1996.0,0.12805,2775.14818,Missing,0.0,9.38,High,Not Rated,2014.0,0.1439,19.1,169.5,5.2
SOAD02708,Lyndrassia,No,Flood Risk Reduction,Earth,8.636,0.129,15000.0,1992.0,1982.0,0.02561,894.86544,Uncontrolled,1.0,25.427,Low,Not Rated,2016.6,0.0682,16.5,22.2,20.919999999999998
SOAD02742,Navaldia,Yes,Flood Risk Reduction,Earth,5.058,0.1,100038.09999999999,1972.0,2009.0,0.12017,2.66329,Missing,1.0,5.917000000000003,High,Fair,2020.4,0.1071,28.3,671.5,12.48
SOAD03886,Lyndrassia,No,Water Supply,Earth,6.993,0.2894,0.0,1972.0,2001.0,0.16351,1187.82734,Missing,0.0,0.0,Low,Not Rated,2014.0,0.0935,35.8,277.8,17.0
SOAD04095,Navaldia,No,Irrigation,Earth,6.857,0.201,44019.30000000002,1910.0,1967.0,0.12805,0.0,Missing,3.0,14.154,Low,Not Rated,2014.0,0.0702,47.4,18.0,12.8
SOAD05049,Navaldia,Yes,Flood Risk Reduction,Earth,8.831,0.342,27187.0,1975.0,2006.0,0.08668,2.66329,Uncontrolled,5.0,5.498000000000001,High,Not Rated,2022.0,0.0645,10.4,593.7,15.209999999999999
SOAD07225,Navaldia,No,Missing,Earth,7.049,0.467,16720.099999999948,1974.0,1998.0,0.08077,0.0,Missing,-4.440892098500626e-16,22.244,Low,Not Rated,2014.0,0.0579,6.9,22.8,28.05
SOAD07818,Navaldia,No,Water Supply,Earth,5.757,0.242,17952.400000000023,1960.0,1994.0,0.1772999999999999,0.0,Missing,-4.440892098500626e-16,17.942999999999998,Low,Not Rated,2014.0,0.0596,34.6,11.8,52.7
SOAD09764,Flumevale,Yes,Irrigation,Earth,5.516,0.567,33608.0,1896.0,2001.0,0.20882,0.0,Uncontrolled,6.0,7.66,Low,Satisfactory,2016.0,0.0602,40.5,349.0,18.5
SOAD09771,Lyndrassia,No,Recreation,Earth,5.24,0.27949999999999997,0.0,1956.0,2001.0,0.21473,1177.17418,Missing,0.0,9.98,High,Not Rated,2014.0,0.097,41.1,227.1,7.5
SOAD10484,Navaldia,No,Water Supply,Earth,8.478,0.48,37229.50000000003,1900.0,1989.0,1.30611,27900.62604,Missing,0.4999999999999998,30.836999999999996,Low,Not Rated,2014.0,0.1117,493.1,20.2,39.1
SOAD12278,Lyndrassia,No,Recreation,Earth,9.992,0.1831,0.0,1965.0,2002.0,0.12017,1731.1385,Missing,0.0,6.47,High,Not Rated,2014.0,0.0723,45.7,437.7,3.8
SOAD16271,Lyndrassia,No,Flood Risk Reduction,Earth,13.524,0.217,60160.0,2000.0,2003.0,0.08077,503.36181,Uncontrolled,3.0,2.9789999999999957,High,Not Rated,2016.3,0.113,26.7,852.8,6.99
SOAD16372,Navaldia,No,Recreation,Earth,6.16,0.291,27482.99999999997,1942.0,1988.0,0.12805,10.65316,Uncontrolled,4.5,10.029,Significant,Not Rated,2015.0,0.1286,44.0,408.3,6.2
SOAD16522,Lyndrassia,No,Other,Earth,6.357,0.032,1738.0,1998.0,2003.0,0.0788,2154.60161,Uncontrolled,0.0,34.607,Low,Not Rated,2015.7,0.0594,46.3,6.7,18.2
SOAD18142,Lyndrassia,No,Recreation,Earth,6.916,0.18340000000000004,0.0,1944.0,1979.0,0.17139,4730.00304,Missing,0.0,6.39,Low,Not Rated,2014.0,0.1069,41.1,448.0,7.9
SOAD00807,Navaldia,No,Water Supply,Earth,6.501,0.417,22278.800000000017,1942.0,1998.0,0.14775,0.0,Missing,-4.440892098500626e-16,15.507000000000001,Low,Not Rated,2014.0,0.0698,18.1,16.7,24.6
SOAD01273,Flumevale,Yes,Flood Risk Reduction,Earth,13.178,0.333,300000.0,2007.0,2000.0,0.0788,2.66329,Missing,1.0,0.64,High,Satisfactory,2017.0,0.0832,13.2,841.7,38.51
SOAD01958,Flumevale,Yes,Irrigation,Earth,10.501,0.117,34742.0,1908.0,1982.0,0.32111,13.31645,Missing,6.0,3.09,Low,Satisfactory,2019.0,0.0439,402.9,683.0,31.2
SOAD02350,Lyndrassia,No,Grade Stabilization,Earth,11.053,0.253,22359.0,1962.0,1996.0,0.26201,2596.70775,Uncontrolled,0.0,34.589,Low,Not Rated,2015.0,0.0919,337.2,8.6,29.519999999999996
SOAD04576,Navaldia,Yes,Recreation,Earth,4.136,0.067,84950.0,1924.0,2009.0,0.24428,2.66329,Missing,1.0,2.397999999999996,High,Satisfactory,2016.6,0.0952,630.9,767.7,4.2
SOAD04999,Flumevale,Yes,Water Supply,Earth,14.775,0.436,48100.0,1993.0,2001.0,0.14578,0.0,Missing,0.5,8.453000000000001,Low,Satisfactory,2017.0,0.0729,9.1,6.5,13.8
SOAD05223,Navaldia,Yes,Recreation,Earth,8.488,0.358,29172.0,1965.0,2005.0,0.16154,0.0,Missing,5.0,18.314999999999998,Low,Not Rated,2014.0,0.0974,15.8,18.0,5.3
SOAD06971,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.026,0.125,6846.200000000012,1955.0,1997.0,2.0011259999999997,385.3780629999999,Missing,1.4,4.91,Significant,Missing,2019.8,0.1177,364.5,446.6,27.9
SOAD07213,Flumevale,Yes,Other,Earth,13.323,0.2,43000.0,1967.0,1998.0,0.12411,7.98987,Missing,0.5,10.293999999999999,Low,Satisfactory,2017.0,0.0756,8.8,7.7,40.620000000000005
SOAD07724,Flumevale,Yes,Fish and Wildlife Pond,Earth,5.457,0.067,2861.0,1990.0,2002.0,0.20488,13.31645,Uncontrolled,2.0,8.43,Significant,Fair,2021.0,0.1328,18.5,469.1,23.17
SOAD08090,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.809,0.167,12191.300000000017,1973.0,2003.0,0.02561,0.0,Missing,-4.440892098500626e-16,25.919,Low,Not Rated,2014.0,0.0995,21.4,22.0,29.549999999999997
SOAD09936,Lyndrassia,No,Flood Risk Reduction,Gravity,14.866,0.171,52093.0,1968.0,1968.0,0.11032,7.98987,Uncontrolled,5.0,156.83,Low,Fair,2016.0,0.0678,31.5,218.2,19.51
SOAD12008,Lyndrassia,No,Recreation,Earth,8.131,0.1672,0.0,1959.0,1999.0,0.13002,15681.45152,Missing,0.0,38.57,High,Not Rated,2014.0,0.1322,11.6,198.2,5.5
SOAD12868,Navaldia,Yes,Recreation,Earth,4.513,0.057,29687.70000000001,1900.0,2008.0,0.23049,5.32658,Missing,5.0,28.125999999999998,Low,Not Rated,2014.1,0.0359,41.7,18.0,7.9
SOAD13961,Navaldia,No,Irrigation,Earth,9.405,1.067,17816.800000000017,1981.0,2002.0,0.0,8368.05718,Missing,-4.440892098500626e-16,22.003,Low,Not Rated,2014.0,0.1155,24.0,17.3,22.5
SOAD14630,Navaldia,No,Irrigation,Earth,4.89,0.283,58016.59999999998,1905.0,1968.0,0.18912,0.0,Missing,2.5,21.320999999999998,Low,Not Rated,2014.0,0.0758,44.1,6.8,4.8
SOAD17472,Lyndrassia,No,Irrigation,Earth,7.352,0.8,26551.0,1976.0,2005.0,0.04334,1605.96387,Uncontrolled,0.0,32.263999999999996,Low,Not Rated,2015.5,0.0772,24.9,22.0,30.6
SOAD19681,Navaldia,No,Water Supply,Earth,4.064,0.617,19565.899999999994,1964.0,1992.0,0.09653,0.0,Missing,-4.440892098500626e-16,27.576,Low,Not Rated,2014.0,0.0849,16.6,21.6,36.1
SOAD20023,Lyndrassia,Yes,Water Supply,Earth,13.031,0.267,46000.0,1960.0,1993.0,0.10244,2.66329,Uncontrolled,5.0,1.58,Low,Satisfactory,2007.0,0.0625,10.9,737.5,26.9
SOAD01533,Lyndrassia,Yes,Irrigation,Earth,4.772,0.15,7971.8000000000175,1964.0,1994.0,0.26398,7.98987,Uncontrolled,0.40000000000000013,47.32,Low,Missing,2015.0,0.1006,26.4,224.6,38.5
SOAD03860,Lyndrassia,No,Flood Risk Reduction,Earth,11.543,0.17,26309.0,2006.0,2010.0,0.04925,732.40475,Uncontrolled,0.0,26.229,Low,Not Rated,2016.3,0.1126,27.6,15.3,25.18
SOAD04384,Navaldia,No,Other,Earth,6.544,0.243,17996.899999999965,1987.0,1998.0,0.0,1691.18915,Missing,-4.440892098500626e-16,13.986999999999998,Low,Not Rated,2014.0,0.133,9.4,13.3,6.41
SOAD05151,Flumevale,Yes,Other,Earth,10.759,0.267,0.0,1925.0,2005.0,0.13002,2.66329,Missing,1.0,0.32,High,Satisfactory,2017.0,0.0997,21.6,926.5,34.699999999999996
SOAD06738,Flumevale,Yes,Debris Control,Earth,19.987,0.28,557000.0,1960.0,1996.0,0.08668,53.2658,Missing,1.0,0.0,High,Satisfactory,2017.0,0.1015,30.1,493.9,47.98
SOAD06944,Navaldia,No,Water Supply,Earth,7.975,0.333,19691.400000000023,1970.0,1999.0,0.1182,0.0,Missing,-4.440892098500626e-16,24.23,Low,Not Rated,2014.0,0.0854,16.6,17.0,15.1
SOAD07996,Navaldia,Yes,Flood Risk Reduction,Earth,7.586,0.25,43039.0,1960.0,2009.0,0.03349,2.66329,Uncontrolled,5.0,3.9330000000000016,High,Fair,2021.0,0.076,12.3,654.9,31.58
SOAD09031,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.126,0.067,57382.399999999994,1958.0,1997.0,2.005263,10.65316,Missing,1.4,9.28,Significant,Missing,2019.7,0.1155,374.9,338.2,28.2
SOAD09875,Lyndrassia,Yes,Irrigation,Earth,2.346,0.296,5602.400000000052,1962.0,1999.0,0.1030310000000001,21.30632,Missing,1.2000000000000002,9.98,Low,Missing,2016.6,0.0928,22.8,370.2,43.6
SOAD10334,Navaldia,Yes,Recreation,Earth,6.491,0.017,23654.29999999999,1919.0,2010.0,0.19306,7.98987,Missing,1.0,2.4739999999999966,High,Fair,2020.1,0.1066,9.1,774.9,5.1
SOAD11903,Navaldia,No,Water Supply,Earth,6.905,0.289,17428.399999999965,1965.0,1999.0,0.13002,0.0,Missing,-4.440892098500626e-16,16.5,Low,Not Rated,2014.0,0.0794,11.4,14.6,35.6
SOAD12417,Navaldia,No,Recreation,Earth,8.032,0.3,19802.79999999999,1964.0,1998.0,0.13199,0.0,Missing,-4.440892098500626e-16,14.439,Low,Not Rated,2014.0,0.0654,46.0,10.5,9.1
SOAD12437,Navaldia,No,Recreation,Earth,8.434,0.233,16016.49999999997,1949.0,1998.0,0.12805,0.0,Missing,-4.440892098500626e-16,15.828,Low,Not Rated,2014.0,0.0925,6.4,17.1,7.9
SOAD13988,Flumevale,Yes,Flood Risk Reduction,Earth,10.604,0.327,22236.0,1977.0,1998.0,0.1792699999999999,21.30632,Uncontrolled,3.0,45.2,Low,Satisfactory,2013.0,0.0742,46.7,221.0,25.63
SOAD14178,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.221,0.593,16679.70000000004,1967.0,2002.0,0.16745,0.0,Missing,-4.440892098500626e-16,31.866999999999997,Low,Not Rated,2014.0,0.0879,5.0,4.9,19.55
SOAD15465,Lyndrassia,Yes,Irrigation,Earth,11.923,0.092,7418.899999999994,1964.0,2006.0,0.13396,15.97974,Missing,0.30000000000000004,3.3,Low,Missing,2013.8,0.1116,42.3,210.4,4.4
SOAD16180,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.083,0.25,19211.5,1959.0,2001.0,0.129035,41.54732400000012,Missing,1.7,34.35,Low,Missing,2016.4,0.0686,10.6,70.6,29.310000000000002
SOAD16698,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.087,0.033,8804.70000000004,1920.0,1987.0,0.15779699999999997,7.98987,Missing,-4.440892098500626e-16,7.98,Low,Missing,2017.1,0.1145,22.7,447.7,27.2
SOAD17040,Lyndrassia,No,Irrigation,Earth,8.764,0.349,30600.0,1979.0,2001.0,0.03152,1502.09556,Uncontrolled,0.0,38.751999999999995,Low,Not Rated,2015.4,0.1038,18.4,17.4,28.0
SOAD17663,Flumevale,Yes,Flood Risk Reduction,Earth,7.922,0.308,19200.0,1971.0,1997.0,0.17336,42.61264,Uncontrolled,6.0,46.21,Low,Not Rated,2016.7,0.0768,32.9,229.3,27.830000000000002
SOAD20541,Lyndrassia,No,Recreation,Earth,10.438,0.18589999999999995,0.0,1958.0,1999.0,0.11229,4117.44634,Missing,0.0,12.34,High,Not Rated,2014.0,0.1167,8.2,317.8,4.9
SOAD20664,Navaldia,Yes,Recreation,Earth,8.572,0.867,28979.5,1967.0,2007.0,0.1792699999999999,0.0,Missing,5.0,16.569,Low,Not Rated,2014.0,0.0765,15.2,13.6,6.3
SOAD01066,Navaldia,No,Recreation,Earth,5.542,0.143,26105.5,1915.0,2000.0,0.33096,0.0,Uncontrolled,3.7,6.48,Significant,Not Rated,2014.0,0.162,558.9,397.7,7.8
SOAD01689,Lyndrassia,No,Grade Stabilization,Earth,9.61,0.208,25681.0,1962.0,2002.0,0.06698,1800.38404,Uncontrolled,0.0,24.834,Low,Not Rated,2015.5,0.0697,27.5,7.8,21.3
SOAD02421,Navaldia,No,Recreation,Earth,10.361,0.203,13228.399999999965,1977.0,1998.0,0.07092,0.0,Missing,-4.440892098500626e-16,17.024,Low,Not Rated,2014.0,0.0978,44.6,12.0,6.2
SOAD04528,Navaldia,No,Irrigation,Earth,17.151,0.381,10139.199999999983,1971.0,2002.0,0.05122,0.0,Missing,-4.440892098500626e-16,28.175,Low,Not Rated,2014.0,0.1079,23.2,13.7,4.3
SOAD04867,Flumevale,Yes,Other,Earth,13.337,0.134,29718.0,1896.0,2001.0,0.15366,5.32658,Missing,1.0,0.0,High,Satisfactory,2017.0,0.0858,42.1,351.6,24.380000000000003
SOAD05069,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.525,0.16,14666.200000000012,1973.0,2006.0,0.05122,0.0,Missing,-4.440892098500626e-16,26.669,Low,Not Rated,2014.0,0.1146,24.0,11.9,23.700000000000003
SOAD05379,Flumevale,Yes,Flood Risk Reduction,Earth,21.869,0.123,188000.0,2015.0,1999.0,0.06107,26.36657100000002,Missing,1.0,0.0,High,Satisfactory,2017.0,0.0893,46.8,162.5,38.120000000000005
SOAD09693,Flumevale,Yes,Irrigation,Earth,4.165,0.165,45603.0,1909.0,1992.0,0.1182,0.0,Controlled,6.0,0.0,Low,Fair,2016.0,0.0697,46.0,265.4,25.7
SOAD11693,Lyndrassia,No,Recreation,Earth,10.456,0.16499999999999998,0.0,1963.0,1977.0,0.10835,2274.44966,Missing,0.0,0.0,Low,Not Rated,2014.0,0.1268,18.9,383.4,3.0
SOAD12948,Lyndrassia,No,Recreation,Earth,5.34,0.22299999999999998,0.0,1955.0,1979.0,0.22064,4514.27655,Missing,0.0,11.68,Low,Not Rated,2014.0,0.1109,42.8,399.1,5.2
SOAD16560,Navaldia,No,Irrigation,Earth,5.046,0.0,14076.800000000017,1969.0,1999.0,0.0,0.0,Missing,-4.440892098500626e-16,25.177,Low,Not Rated,2014.0,0.0661,41.2,8.3,23.3
SOAD18813,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.601,0.167,62165.69999999995,1965.0,2005.0,0.10421300000000011,30.62783499999955,Missing,0.9000000000000001,34.95,Low,Missing,2016.1,0.0897,8.8,113.8,21.48
SOAD02265,Navaldia,Yes,Recreation,Earth,8.984,0.45,15442.100000000035,1960.0,2003.0,0.13987,0.0,Missing,5.0,23.656,Low,Not Rated,2014.0,0.1033,31.6,6.0,7.2
SOAD05393,Navaldia,Yes,Recreation,Earth,5.177,0.3,46305.69999999998,1937.0,2013.0,0.23837,13.31645,Uncontrolled,2.0,1.783999999999999,High,Poor,2022.0,0.1033,7.9,742.7,6.2
SOAD05859,Navaldia,Yes,Recreation,Earth,13.003,0.187,20519.699999999983,1964.0,2003.0,0.10244,0.0,Missing,5.0,22.42,Low,Not Rated,2014.0,0.0986,40.7,16.4,3.9
SOAD08319,Navaldia,Yes,Irrigation,Earth,8.173,0.233,59872.90000000002,1944.0,2006.0,0.13593,0.0,Missing,5.0,20.601,Low,Not Rated,2014.0,0.0642,12.3,21.3,44.5
SOAD08740,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.408,0.267,13765.699999999983,1971.0,1997.0,0.0,0.0,Missing,-4.440892098500626e-16,30.721,Low,Not Rated,2014.0,0.0689,7.8,20.4,20.85
SOAD09489,Navaldia,Yes,Flood Risk Reduction,Earth,8.675,0.841,77600.0,1982.0,2006.0,0.0,0.0,Missing,5.0,20.998,Low,Not Rated,2014.0,0.0987,22.0,10.2,17.09
SOAD09612,Lyndrassia,Yes,Recreation,Earth,17.51,0.133,0.0,1977.0,1993.0,0.10441,5.32658,Uncontrolled,2.0,92.44,High,Unsatisfactory,2008.0,0.1186,29.5,73.8,7.2
SOAD10374,Navaldia,No,Water Supply,Earth,4.988,0.2,16633.100000000006,1968.0,2000.0,0.08077,0.0,Missing,-4.440892098500626e-16,28.017,Low,Not Rated,2014.0,0.1044,41.5,7.7,25.9
SOAD10822,Navaldia,No,Water Supply,Earth,9.082,0.2,15868.799999999988,1952.0,2000.0,0.1182,0.0,Missing,-4.440892098500626e-16,9.369000000000002,Low,Not Rated,2014.0,0.1237,46.6,23.3,69.3
SOAD10965,Flumevale,Yes,Water Supply,Earth,10.931,0.19,20000.0,1958.0,2008.0,0.197,7.98987,Missing,1.0,0.8140000000000001,High,Satisfactory,2017.0,0.0712,23.6,798.1,63.7
SOAD11250,Navaldia,No,Water Supply,Earth,10.367,0.297,17445.399999999994,1962.0,1997.0,0.10244,0.0,Missing,-4.440892098500626e-16,21.497,Low,Not Rated,2014.0,0.1277,7.4,5.6,14.4
SOAD17054,Lyndrassia,No,Grade Stabilization,Earth,7.774,0.183,19715.0,1978.0,1994.0,0.02758,790.99713,Uncontrolled,0.0,28.619999999999997,Low,Not Rated,2014.4,0.0856,36.9,7.4,24.14
SOAD17273,Lyndrassia,No,Debris Control,Earth,12.348,0.167,29347.0,1976.0,1997.0,0.0453099999999999,452.7593,Uncontrolled,0.0,16.212,Significant,Not Rated,2015.5,0.1228,29.0,244.0,26.45
SOAD17369,Navaldia,Yes,Recreation,Concrete,8.733,0.042,44869.04000000001,1921.0,2008.0,0.02561,21.30632,Missing,5.0,36.304,Low,Fair,2015.8,0.0597,24.0,8.7,7.2
SOAD00025,Flumevale,Yes,Flood Risk Reduction,Earth,6.74,1.533,17250.0,2001.0,1999.0,0.12608,17.3113850000002,Missing,1.0,0.16,Significant,Satisfactory,2017.0,0.1363,18.0,785.4,21.92
SOAD01075,Navaldia,Yes,Recreation,Earth,9.716,0.159,27020.699999999983,1962.0,2004.0,0.11426,26.6329,Missing,5.0,16.19,Low,Satisfactory,2014.3,0.0413,26.3,15.7,6.6
SOAD01193,Lyndrassia,No,Irrigation,Earth,7.068,0.20920000000000002,0.0,1976.0,2004.0,0.16154,1890.9359,Missing,0.0,0.0,High,Not Rated,2014.6,0.0937,19.3,621.4,10.0
SOAD01278,Navaldia,No,Recreation,Earth,9.338,0.176,15339.800000000017,1973.0,2000.0,0.0,23.96961,Missing,-4.440892098500626e-16,16.742,Low,Not Rated,2014.0,0.0618,37.3,13.6,4.4
SOAD01451,Lyndrassia,Yes,Recreation,Earth,3.505,0.017,3070.000000000029,1950.0,2002.0,0.10204600000000008,34.09011199999986,Missing,1.05,17.44,Low,Missing,2015.1,0.0892,15.1,193.1,6.6
SOAD02920,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Gravity,12.162,0.094,23212.0,1972.0,1951.0,0.10047,21.30632,Missing,5.0,88.22,Low,Not Rated,2014.4,0.0372,42.4,160.2,25.55
SOAD04961,Navaldia,No,Water Supply,Earth,6.02,0.327,16865.400000000023,1950.0,1998.0,0.12608,0.0,Missing,-4.440892098500626e-16,29.014000000000003,Low,Not Rated,2014.0,0.104,28.1,18.4,26.2
SOAD06170,Navaldia,Yes,Flood Risk Reduction,Earth,7.99,0.452,33970.0,1963.0,2005.0,0.0,0.0,Missing,5.0,28.016,Low,Not Rated,2014.0,0.0713,15.0,11.8,23.36
SOAD07701,Navaldia,No,Recreation,Earth,3.717,0.446,10814.0,1966.0,1988.0,0.45901,0.0,Missing,0.4999999999999998,14.086,Low,Not Rated,2014.0,0.1027,612.5,14.4,8.4
SOAD07899,Lyndrassia,Yes,Irrigation,Earth,9.222,0.333,13507.700000000012,1937.0,1997.0,0.09002899999999991,66.58225,Missing,4.799999999999999,26.71,Low,Missing,2015.2,0.059,15.4,415.8,5.5
SOAD08495,Navaldia,Yes,Water Supply,Earth,7.836,0.267,45693.20000000004,1962.0,1996.0,0.14578,0.0,Uncontrolled,2.0,14.515,Significant,Not Rated,2021.0,0.1342,13.6,91.2,65.8
SOAD08609,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.202,0.167,36953.399999999994,1967.0,1992.0,0.11859399999999987,33.02479600000015,Missing,2.3,0.0,Low,Missing,2014.7,0.0716,16.7,563.5,26.71
SOAD10383,Flumevale,Yes,Irrigation,Earth,7.686,0.14,9853.0,1890.0,1959.0,0.12017,0.0,Uncontrolled,6.0,33.58,Low,Unsatisfactory,2021.0,0.0844,20.1,114.2,40.2
SOAD11598,Lyndrassia,No,Recreation,Earth,7.615,0.2148,0.0,1966.0,1983.0,0.15563,11593.30137,Missing,0.0,0.0,High,Not Rated,2014.0,0.1148,41.0,698.8,7.8
SOAD13508,Navaldia,No,Recreation,Earth,10.061,0.247,21995.29999999999,1960.0,2006.0,0.16351,0.0,Uncontrolled,-4.440892098500626e-16,16.108999999999998,Low,Not Rated,2014.0,0.0992,24.2,5.1,4.6
SOAD14704,Flumevale,Yes,Irrigation,Earth,8.416,0.265,54638.0,1889.0,1967.0,0.11229,0.0,Missing,6.0,10.86,Low,Satisfactory,2021.0,0.0461,36.0,351.2,34.4
SOAD16681,Lyndrassia,No,Recreation,Earth,10.683,0.308,0.0,1960.0,2000.0,0.10441,3307.80618,Missing,0.0,0.0,Low,Not Rated,2014.0,0.1016,8.9,183.7,5.8
SOAD18750,Navaldia,No,Water Supply,Earth,6.337,0.175,15554.0,1964.0,2002.0,0.08668,0.0,Missing,-4.440892098500626e-16,19.096,Low,Not Rated,2014.0,0.0976,21.8,6.0,47.1
SOAD18882,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.761,0.117,15743.49999999997,1970.0,2000.0,0.06895,0.0,Missing,-4.440892098500626e-16,33.013,Low,Not Rated,2014.0,0.0797,47.0,18.6,20.71
SOAD19381,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.12,0.05,21220.70000000001,1959.0,1999.0,0.07879999999999976,23.96961,Uncontrolled,3.0999999999999996,4.96,Low,Missing,2015.3,0.0847,20.2,645.2,23.28
SOAD01164,Navaldia,No,Recreation,Earth,7.866,0.405,27993.0,1968.0,1998.0,0.14972,0.0,Missing,-4.440892098500626e-16,15.387,Low,Not Rated,2014.0,0.0706,11.6,21.8,4.9
SOAD04395,Navaldia,No,Recreation,Earth,12.021,0.177,21805.600000000006,1965.0,2007.0,0.1182,0.0,Missing,-4.440892098500626e-16,15.437,Low,Not Rated,2014.0,0.0667,16.7,14.7,8.4
SOAD05274,Navaldia,No,Water Supply,Earth,7.263,0.49,21383.899999999994,1968.0,1998.0,0.12411,0.0,Missing,-4.440892098500626e-16,25.508,Low,Not Rated,2014.0,0.1144,18.9,14.9,7.5
SOAD07067,Navaldia,Yes,Recreation,Earth,13.94,0.087,23983.29999999999,1916.0,2010.0,0.10244,13.31645,Missing,1.0,2.460000000000001,High,Fair,2020.4,0.1175,32.7,814.2,7.5
